Orthogroup	Species	Zebrafish.UniProt.renamed	Orthologs
OG0011564	Human.UniProt.renamed	C6SUQ4	Q96T91
OG0011565	Human.UniProt.renamed	Q4V8Z1	Q99598
OG0011566	Human.UniProt.renamed	Q6P036	Q9BSK2
OG0011567	Human.UniProt.renamed	Q5BLC9	Q9BYB4
OG0011568	Human.UniProt.renamed	Q6PE27	Q9BZW2
OG0011569	Human.UniProt.renamed	Q7ZU43	Q9H3G5
OG0011570	Human.UniProt.renamed	A0A8M6Z4G2	Q9H6Q3
OG0011571	Human.UniProt.renamed	A0A8M2BL77	Q9HD15
OG0011572	Human.UniProt.renamed	F1QVR8	Q9NRN9
OG0011573	Human.UniProt.renamed	F1QUQ0	Q9NSE4
OG0011574	Human.UniProt.renamed	Q504F9	Q9UBQ7
OG0011575	Human.UniProt.renamed	F1Q4T1	Q9UIL4
OG0011576	Human.UniProt.renamed	Q7ZUZ8	Q9Y3S2
OG0011577	Human.UniProt.renamed	Q08CF3	Q9Y6R9
OG0011578	Human.UniProt.renamed	Q504H8	A6NHT5
OG0011579	Human.UniProt.renamed	B3DFW5	E0CX11
OG0011580	Human.UniProt.renamed	Q8AWD4	O14907
OG0011581	Human.UniProt.renamed	Q7SXN2	O14979
OG0011582	Human.UniProt.renamed	Q4JNX5	O15409
OG0011583	Human.UniProt.renamed	A0A1D5NSC9	O75936
OG0011584	Human.UniProt.renamed	E7F254	O75976
OG0011585	Human.UniProt.renamed	E7FAS2	P0C024
OG0011586	Human.UniProt.renamed	A0A8M2B9V9	P0CG20
OG0011587	Human.UniProt.renamed	Q4VBV1	P14927
OG0011588	Human.UniProt.renamed	F1R3X3	P20936
OG0011589	Human.UniProt.renamed	Q567Y7	P30532
OG0011590	Human.UniProt.renamed	A0A8M6Z4G7	P31323
OG0011591	Human.UniProt.renamed	Q3S2N4	P36382
OG0011592	Human.UniProt.renamed	Q98SV1	P49908
OG0011593	Human.UniProt.renamed	Q5RGI2	P57740
OG0011594	Human.UniProt.renamed	F1QEG6	P82930
OG0011595	Human.UniProt.renamed	F1Q4L4	P84101
OG0011596	Human.UniProt.renamed	F1Q9Q9	Q06710
OG0011597	Human.UniProt.renamed	E7FFQ5	Q0P6H9
OG0011598	Human.UniProt.renamed	E7FDL7	Q13425
OG0011599	Human.UniProt.renamed	F1R8E2	Q13635
OG0011600	Human.UniProt.renamed	Q5RH88	Q15842
OG0011601	Human.UniProt.renamed	Q568B7	Q4AE62
OG0011602	Human.UniProt.renamed	Q5PRB4	Q5VZ03
OG0011603	Human.UniProt.renamed	Q6DRC5	Q5W0Q7
OG0011604	Human.UniProt.renamed	A8WG24	Q6ZW76
OG0011605	Human.UniProt.renamed	E7F1I2	Q8N6S5
OG0011606	Human.UniProt.renamed	A0A8M9PQP1	Q8NBA8
OG0011607	Human.UniProt.renamed	Q68EH8	Q8NFF5
OG0011608	Human.UniProt.renamed	F1QAE1	Q92786
OG0011609	Human.UniProt.renamed	B3DID0	Q96CS3
OG0011610	Human.UniProt.renamed	Q1RM35	Q96G28
OG0011611	Human.UniProt.renamed	Q5U3V9	Q96H20
OG0011612	Human.UniProt.renamed	A0A8M2B8T6	Q96KM6
OG0011613	Human.UniProt.renamed	Q6DRP5	Q9BQA5
OG0011614	Human.UniProt.renamed	A0A8M2BCU1	Q9BST9
OG0011615	Human.UniProt.renamed	A0A8M9Q0X9	Q9BZF1
OG0011616	Human.UniProt.renamed	B8JKP6	Q9C091
OG0011617	Human.UniProt.renamed	A0A8M3B1C6	Q9H0J4
OG0011618	Human.UniProt.renamed	B0R0G9	Q9NWQ9
OG0011619	Human.UniProt.renamed	Q802U2	Q9NXC5
OG0011620	Human.UniProt.renamed	F6P6X0	Q9NZ09
OG0011621	Human.UniProt.renamed	E7FFU5	Q9NZ72
OG0011622	Human.UniProt.renamed	A0A0R4IJ74	Q9NZ94
OG0011623	Human.UniProt.renamed	F1QRP8	Q9ULA0
OG0011624	Human.UniProt.renamed	E7F1H9	Q9Y5A9
OG0011625	Human.UniProt.renamed	E9QBC6	A6NC05
OG0011626	Human.UniProt.renamed	E7F318	O00418
OG0011627	Human.UniProt.renamed	Q1LUU5	O15209
OG0011628	Human.UniProt.renamed	Q6DRC4	O75821
OG0011629	Human.UniProt.renamed	A0A0R4IYS4	O95206
OG0011630	Human.UniProt.renamed	P79734	P04637
OG0011631	Human.UniProt.renamed	B8JLL1	P11172
OG0011632	Human.UniProt.renamed	A0A8M6YU52	P12757
OG0011633	Human.UniProt.renamed	A0A8M9PBC6	P15822
OG0011634	Human.UniProt.renamed	Q9PWM2	P17482
OG0011635	Human.UniProt.renamed	Q7T1K0	P18621
OG0011636	Human.UniProt.renamed	A8KC00	P20933
OG0011637	Human.UniProt.renamed	Q6NWC1	P21796
OG0011638	Human.UniProt.renamed	Q9DGM2	P24530
OG0011639	Human.UniProt.renamed	Q5XJJ3	P24539
OG0011640	Human.UniProt.renamed	Q6PBI6	P61457
OG0011641	Human.UniProt.renamed	Q3B7P7	P62987
OG0011642	Human.UniProt.renamed	Q6PBX9	Q00765
OG0011643	Human.UniProt.renamed	A0A8M9PAY2	Q01813
OG0011644	Human.UniProt.renamed	A0A8M1P3F9	Q08211
OG0011645	Human.UniProt.renamed	Q7ZUB3	Q12999
OG0011646	Human.UniProt.renamed	G4WJE8	Q14242
OG0011647	Human.UniProt.renamed	A0A8M2BJJ0	Q16584
OG0011648	Human.UniProt.renamed	A0A2R8QC89	Q2NL98
OG0011649	Human.UniProt.renamed	Q7ZUP1	Q5VWP2
OG0011650	Human.UniProt.renamed	A0A8M3AZG2	Q76NI1
OG0011651	Human.UniProt.renamed	Q68EK3	Q7Z5S9
OG0011652	Human.UniProt.renamed	Q1LWJ6	Q7Z6K5
OG0011653	Human.UniProt.renamed	Q66IA6	Q86Y78
OG0011654	Human.UniProt.renamed	A0A0R4IQB8	Q8IY81
OG0011655	Human.UniProt.renamed	E7F0E2	Q8TDQ7
OG0011656	Human.UniProt.renamed	Q6DRN3	Q8WTT2
OG0011657	Human.UniProt.renamed	A0A8M9QJX4	Q96IQ9
OG0011659	Human.UniProt.renamed	B3DJ54	Q96N76
OG0011660	Human.UniProt.renamed	A0A8M3B0V4	Q96QP1
OG0011661	Human.UniProt.renamed	Q502E1	Q96SL4
OG0011662	Human.UniProt.renamed	I3ITQ2	Q9BRQ4
OG0011663	Human.UniProt.renamed	Q566T2	Q9BVK2
OG0011664	Human.UniProt.renamed	Q4QRJ7	Q9BY44
OG0011665	Human.UniProt.renamed	A6YIE2	Q9BYG5
OG0011666	Human.UniProt.renamed	A9JRD2	Q9H2S6
OG0011667	Human.UniProt.renamed	A0A8M6YZM1	Q9HAU5
OG0011668	Human.UniProt.renamed	A0A8M2BKP8	Q9NUA8
OG0011669	Human.UniProt.renamed	A0A8M9PKU1	Q9UGT4
OG0011670	Human.UniProt.renamed	Q568K1	Q9UHG3
OG0011671	Human.UniProt.renamed	A2BIL7	Q9UIG0
OG0011672	Human.UniProt.renamed	E7F7Y4	Q9UK73
OG0011673	Human.UniProt.renamed	Q803G9	O43264
OG0011674	Human.UniProt.renamed	A0A8M1N0S4	O75521
OG0011675	Human.UniProt.renamed	Q5EB09	O75570
OG0011676	Human.UniProt.renamed	Q6P0B1	O95319
OG0011677	Human.UniProt.renamed	A0A8M9QII8	O95425
OG0011678	Human.UniProt.renamed	Q6NWH3	O96008
OG0011679	Human.UniProt.renamed	E9QEQ1	P02655
OG0011680	Human.UniProt.renamed	Q6XFR2	P04921
OG0011681	Human.UniProt.renamed	F1QAC4	P08151
OG0011682	Human.UniProt.renamed	A0A8M3B3G9	P08582
OG0011683	Human.UniProt.renamed	Q5U3E5	P30531
OG0011684	Human.UniProt.renamed	A0A8M2BDQ1	P40238
OG0011685	Human.UniProt.renamed	A0A8M6YVR9	P41250
OG0011686	Human.UniProt.renamed	A0A8N7T7L4	P41279
OG0011687	Human.UniProt.renamed	A0A2R8PYT0	P54727
OG0011688	Human.UniProt.renamed	Q7ZUZ5	P56589
OG0011689	Human.UniProt.renamed	Q6PBW3	P62263
OG0011690	Human.UniProt.renamed	B0S6H4	Q04941
OG0011691	Human.UniProt.renamed	A0A8N7UW24	Q13636
OG0011692	Human.UniProt.renamed	A0A8M9PNZ8	Q53GL7
OG0011693	Human.UniProt.renamed	E7FFU9	Q53RD9
OG0011694	Human.UniProt.renamed	Q567H1	Q5T2R2
OG0011695	Human.UniProt.renamed	E7F0F2	Q5T4B2
OG0011696	Human.UniProt.renamed	Q1LY09	Q5TID7
OG0011697	Human.UniProt.renamed	Q4V9J0	Q67FW5
OG0011698	Human.UniProt.renamed	Q5RJ80	Q6IMN6
OG0011699	Human.UniProt.renamed	Q0VFW0	Q6P5R6
OG0011700	Human.UniProt.renamed	A0A8M9Q4Y9	Q86TH1
OG0011701	Human.UniProt.renamed	Q7T1H5	Q8IYX4
OG0011702	Human.UniProt.renamed	A0A8M1PV69	Q8N1A0
OG0011703	Human.UniProt.renamed	A4QNZ7	Q96A73
OG0011704	Human.UniProt.renamed	F1RCY7	Q96T37
OG0011705	Human.UniProt.renamed	X1WGZ3	Q99759
OG0011706	Human.UniProt.renamed	A0A8M1NYZ0	Q9BY76
OG0011707	Human.UniProt.renamed	A0A0G2L7I0	Q9H040
OG0011708	Human.UniProt.renamed	A0A8M1Q778	Q9H6X5
OG0011709	Human.UniProt.renamed	B0S6L8	Q9P0T7
OG0011710	Human.UniProt.renamed	B3DGI9	Q9Y5J9
OG0011711	Human.UniProt.renamed	F1QHG7	Q9Y6K9
OG0011712	Human.UniProt.renamed	A0A8M2B443	A5PLN7
OG0011713	Human.UniProt.renamed	E7FGC3	A6NJV1
OG0011714	Human.UniProt.renamed	A0A8M1Q796	O15062
OG0011715	Human.UniProt.renamed	A0A8M6YX82	O43299
OG0011716	Human.UniProt.renamed	Q6P0X9	O43913
OG0011717	Human.UniProt.renamed	D2CK11	O43933
OG0011718	Human.UniProt.renamed	A5PLB4	O60669
OG0011719	Human.UniProt.renamed	Q7T2A8	O75368
OG0011720	Human.UniProt.renamed	Q6NUW4	O94760
OG0011721	Human.UniProt.renamed	A0A8N7T7V0	O94952
OG0011722	Human.UniProt.renamed	A0A8M9QHT7	O95352
OG0011723	Human.UniProt.renamed	Q6PFT1	P09467
OG0011724	Human.UniProt.renamed	Q567K2	P10768
OG0011725	Human.UniProt.renamed	Q803K8	P16220
OG0011726	Human.UniProt.renamed	Q5RI33	P29279
OG0011727	Human.UniProt.renamed	A0A8M1RIV5	P38435
OG0011728	Human.UniProt.renamed	Q6P5K1	P40617
OG0011729	Human.UniProt.renamed	Q1MT86	P45974
OG0011730	Human.UniProt.renamed	A0A8M3ARI6	Q008S8
OG0011731	Human.UniProt.renamed	Q08BY6	Q13882
OG0011732	Human.UniProt.renamed	A0A140LGU5	Q5JXC2
OG0011733	Human.UniProt.renamed	Q801E0	Q5SQQ9
OG0011734	Human.UniProt.renamed	A4IFX9	Q6NZY4
OG0011735	Human.UniProt.renamed	X1WDG1	Q75VX8
OG0011736	Human.UniProt.renamed	Q7ZVB1	Q7LBR1
OG0011737	Human.UniProt.renamed	A0A8M3B5Y9	Q8IW35
OG0011738	Human.UniProt.renamed	A0A8M9QGY5	Q8IYF3
OG0011739	Human.UniProt.renamed	A3KP55	Q8N5M1
OG0011740	Human.UniProt.renamed	A0A8M6YVD2	Q8NEY1
OG0011741	Human.UniProt.renamed	A0A8M9QEX7	Q8NHS9
OG0011742	Human.UniProt.renamed	Q5U3V7	Q8WUT9
OG0011743	Human.UniProt.renamed	A5PL48	Q96BP3
OG0011744	Human.UniProt.renamed	A0A8M9PQK9	Q99436
OG0011745	Human.UniProt.renamed	R4GEK9	Q9BU70
OG0011746	Human.UniProt.renamed	A0A0R4IAP0	Q9BV94
OG0011747	Human.UniProt.renamed	Q08BK7	Q9H0U6
OG0011748	Human.UniProt.renamed	A0A0R4IS19	Q9H5Y7
OG0011749	Human.UniProt.renamed	K4IAH1	Q9HCK5
OG0011750	Human.UniProt.renamed	Q6DH42	Q9NPA8
OG0011751	Human.UniProt.renamed	Q6PBZ8	Q9NPD3
OG0011752	Human.UniProt.renamed	Q7ZZC6	Q9NSP4
OG0011753	Human.UniProt.renamed	A0A1D5NT12	Q9P225
OG0011754	Human.UniProt.renamed	Q6NYV7	Q9P2E7
OG0011755	Human.UniProt.renamed	Q1MT18	Q9P2K3
OG0011756	Human.UniProt.renamed	Q6DHP6	Q9UHQ1
OG0011757	Human.UniProt.renamed	Q503F3	Q9UI30
OG0011758	Human.UniProt.renamed	F1R4S7	Q9UIJ7
OG0011759	Human.UniProt.renamed	F1R3R6	Q9UKN5
OG0011760	Human.UniProt.renamed	Q0V967	Q9UKT4
OG0011761	Human.UniProt.renamed	A0A8M3ARX1	Q9ULG1
OG0011762	Human.UniProt.renamed	A0A0R4IFG3	Q9UNY4
OG0011763	Human.UniProt.renamed	Q5XJ33	Q9Y5J5
OG0011764	Human.UniProt.renamed	Q5RGT2	Q9Y5Y0
OG0011765	Human.UniProt.renamed	A0A1D5NSN1	A0A1B0GVT2
OG0011766	Human.UniProt.renamed	A0A8M1NXK7	O00303
OG0011767	Human.UniProt.renamed	Q7ZW93	O60739
OG0011768	Human.UniProt.renamed	F1R8M8	O76021
OG0011769	Human.UniProt.renamed	A0A8M2B7T7	P05060
OG0011770	Human.UniProt.renamed	A0A8M1NBX3	P0C6S8
OG0011771	Human.UniProt.renamed	P22574	P17483
OG0011772	Human.UniProt.renamed	Q6P6E5	P17568
OG0011773	Human.UniProt.renamed	A0A8M9P377	P48058
OG0011774	Human.UniProt.renamed	A0A8M3BCF6	P56181
OG0011775	Human.UniProt.renamed	Q7SXW6	P61160
OG0011776	Human.UniProt.renamed	Q6PBY1	P61247
OG0011777	Human.UniProt.renamed	E7F354	P61981
OG0011778	Human.UniProt.renamed	E9QC53	Q12815
OG0011779	Human.UniProt.renamed	Q0P3U2	Q12904
OG0011780	Human.UniProt.renamed	Q7T3C0	Q13155
OG0011781	Human.UniProt.renamed	A0A0R4IAX0	Q5T0N5
OG0011782	Human.UniProt.renamed	A0A8M9PHE2	Q5VXM1
OG0011783	Human.UniProt.renamed	E7F5K6	Q5W0B1
OG0011784	Human.UniProt.renamed	A0A8M2B5I6	Q6NT16
OG0011785	Human.UniProt.renamed	B0S7L0	Q6P1R4
OG0011786	Human.UniProt.renamed	A5PN52	Q6PI97
OG0011787	Human.UniProt.renamed	A0A8M6Z9P6	Q6UXI7
OG0011788	Human.UniProt.renamed	A0A8M9PJL0	Q8N344
OG0011789	Human.UniProt.renamed	Q7T3F1	Q8N5B7
OG0011790	Human.UniProt.renamed	E7FDG8	Q8NCG7
OG0011791	Human.UniProt.renamed	A0A1D5NSL4	Q8NCV1
OG0011792	Human.UniProt.renamed	A0A8M9Q662	Q8TCW7
OG0011793	Human.UniProt.renamed	Q3KRG3	Q969E8
OG0011794	Human.UniProt.renamed	Q8AYN1	Q96KN3
OG0011795	Human.UniProt.renamed	Q5RHK5	Q96QG7
OG0011796	Human.UniProt.renamed	Q7ZV65	Q9BRS2
OG0011797	Human.UniProt.renamed	Q5U3S1	Q9BW62
OG0011798	Human.UniProt.renamed	Q4KMC6	Q9BXJ0
OG0011799	Human.UniProt.renamed	B8A6D3	Q9H9P8
OG0011800	Human.UniProt.renamed	O42113	Q9HCB6
OG0011801	Human.UniProt.renamed	A3KPP3	Q9HD47
OG0011802	Human.UniProt.renamed	B0R160	Q9UFC0
OG0011803	Human.UniProt.renamed	X1WFE4	Q9UI43
OG0011804	Human.UniProt.renamed	Q6DGC9	Q9Y576
OG0011805	Human.UniProt.renamed	Q7ZVX9	O14530
OG0011806	Human.UniProt.renamed	F1QCE9	O14561
OG0011807	Human.UniProt.renamed	Q2PW47	O75448
OG0011808	Human.UniProt.renamed	Q6NWL3	O75718
OG0011809	Human.UniProt.renamed	F1QWN9	O95199
OG0011810	Human.UniProt.renamed	Q6NYE1	P02675
OG0011811	Human.UniProt.renamed	F1R3G8	P19623
OG0011812	Human.UniProt.renamed	Q91430	P24468
OG0011813	Human.UniProt.renamed	F8W477	P43308
OG0011814	Human.UniProt.renamed	A0A8N7TAF6	P49441
OG0011815	Human.UniProt.renamed	Q1LWH1	P62249
OG0011816	Human.UniProt.renamed	A0A8M6Z2K3	Q14147
OG0011817	Human.UniProt.renamed	A2CEZ5	Q5BKZ1
OG0011818	Human.UniProt.renamed	R4GEA9	Q5FWF7
OG0011819	Human.UniProt.renamed	A3KPN8	Q5R3I4
OG0011820	Human.UniProt.renamed	A0A8M9QJJ8	Q5TBB1
OG0011821	Human.UniProt.renamed	A0A8M9PKP6	Q6IQ23
OG0011822	Human.UniProt.renamed	E9QE76	Q7Z5L3
OG0011823	Human.UniProt.renamed	B3DK16	Q86SE9
OG0011824	Human.UniProt.renamed	A4IG80	Q86T90
OG0011825	Human.UniProt.renamed	A0A8M2BK76	Q8IVU9
OG0011826	Human.UniProt.renamed	Q561X0	Q8N9A8
OG0011827	Human.UniProt.renamed	Q567F6	Q96S82
OG0011828	Human.UniProt.renamed	Q6DEF6	Q9BQ65
OG0011829	Human.UniProt.renamed	Q5EB14	Q9BRV3
OG0011830	Human.UniProt.renamed	Q6NZS7	Q9H6S1
OG0011831	Human.UniProt.renamed	Q32PS5	Q9HAV7
OG0011832	Human.UniProt.renamed	A0A8M9P220	Q9HAW4
OG0011833	Human.UniProt.renamed	F1QI96	Q9NP64
OG0011834	Human.UniProt.renamed	Q5BJJ4	Q9NR00
OG0011835	Human.UniProt.renamed	Q566R7	Q9NRW4
OG0011836	Human.UniProt.renamed	A0A0R4ILJ8	Q9NS18
OG0011837	Human.UniProt.renamed	G8JL19	Q9NS82
OG0011838	Human.UniProt.renamed	B3DJJ8	Q9NWV4
OG0011839	Human.UniProt.renamed	A0A8M2B8Y1	Q9NWZ5
OG0011840	Human.UniProt.renamed	E7FC06	Q9P2K2
OG0011841	Human.UniProt.renamed	A0A286YBI9	Q9UBG0
OG0011842	Human.UniProt.renamed	F1RB41	Q9UGQ3
OG0011843	Human.UniProt.renamed	F1RAK0	Q9ULC5
OG0011844	Human.UniProt.renamed	A0A8M1RMD1	Q9Y239
OG0011845	Human.UniProt.renamed	Q6AZC6	Q9Y5V0
OG0011846	Human.UniProt.renamed	A0A8N7TAL1	O00194
OG0011847	Human.UniProt.renamed	Q5TZ72	O15067
OG0011848	Human.UniProt.renamed	Q6PFP1	O60488
OG0011849	Human.UniProt.renamed	Q6DH51	O60828
OG0011850	Human.UniProt.renamed	E7FBZ8	O94972
OG0011851	Human.UniProt.renamed	Q803B0	P10809
OG0011852	Human.UniProt.renamed	A0A8M2BEB1	P16144
OG0011853	Human.UniProt.renamed	Q1LUX9	P24557
OG0011854	Human.UniProt.renamed	Q8JGW0	P35443
OG0011855	Human.UniProt.renamed	Q7ZZ32	P47898
OG0011856	Human.UniProt.renamed	Q6R3L1	P49023
OG0011857	Human.UniProt.renamed	J7HE56	Q02080
OG0011858	Human.UniProt.renamed	Q7T300	Q02446
OG0011859	Human.UniProt.renamed	F8W3K6	Q13868
OG0011860	Human.UniProt.renamed	Q6NV03	Q14135
OG0011861	Human.UniProt.renamed	A0JMF1	Q2NKJ3
OG0011862	Human.UniProt.renamed	A8WHR0	Q5H9S7
OG0011863	Human.UniProt.renamed	F1RAN4	Q6P0N0
OG0011864	Human.UniProt.renamed	A0A8M6Z0M1	Q6PIY5
OG0011865	Human.UniProt.renamed	F1QW74	Q6QHC5
OG0011866	Human.UniProt.renamed	A2BGP9	Q6UXP7
OG0011867	Human.UniProt.renamed	A5D6U8	Q6ZNF0
OG0011868	Human.UniProt.renamed	Q3L1G3	Q6ZWB6
OG0011869	Human.UniProt.renamed	A0A8M9PNE7	Q7Z6J9
OG0011870	Human.UniProt.renamed	A0A8M9PIH1	Q8IX18
OG0011871	Human.UniProt.renamed	A0A8M3APS4	Q8IYG6
OG0011872	Human.UniProt.renamed	Q1JPT8	Q8N0X4
OG0011873	Human.UniProt.renamed	A2RV19	Q8NHP8
OG0011874	Human.UniProt.renamed	Q98871	Q8TAU0
OG0011875	Human.UniProt.renamed	A7MD70	Q96EA4
OG0011876	Human.UniProt.renamed	Q6P0E3	Q96EZ8
OG0011877	Human.UniProt.renamed	F1QRA1	Q96RQ9
OG0011878	Human.UniProt.renamed	A0A8M6Z8X4	Q96S06
OG0011879	Human.UniProt.renamed	Q6PBX5	Q9BV57
OG0011880	Human.UniProt.renamed	Q566Z3	Q9BXJ3
OG0011881	Human.UniProt.renamed	Q6DHJ8	Q9HAT8
OG0011882	Human.UniProt.renamed	A0A8M2BE46	Q9HB19
OG0011883	Human.UniProt.renamed	F1R1X4	Q9HD20
OG0011884	Human.UniProt.renamed	A0A8M2BKR5	Q9NPH5
OG0011885	Human.UniProt.renamed	F1QE68	Q9NS84
OG0011886	Human.UniProt.renamed	Q5PR58	Q9NVT9
OG0011887	Human.UniProt.renamed	A9JTF4	Q9NYF3
OG0011888	Human.UniProt.renamed	Q6PBM3	Q9P272
OG0011889	Human.UniProt.renamed	Q5XJB4	Q9Y3D3
OG0011890	Human.UniProt.renamed	A0A8M9PT12	Q9Y5R8
OG0011891	Human.UniProt.renamed	Q566S7	Q9Y676
OG0011892	Human.UniProt.renamed	A0A8M9P050	Q9Y6K1
OG0011893	Human.UniProt.renamed	A0A8M6Z3Y7	A6NK97
OG0011894	Human.UniProt.renamed	A0A2S1XYZ5	O00155
OG0011895	Human.UniProt.renamed	P57094	O15169
OG0011896	Human.UniProt.renamed	A0A8M6Z5Y9	O43511
OG0011897	Human.UniProt.renamed	Q90Y37	O75116
OG0011898	Human.UniProt.renamed	F1R0H0	O95528
OG0011899	Human.UniProt.renamed	A0A8M9Q5Z1	O95613
OG0011900	Human.UniProt.renamed	Q6VN46	P02144
OG0011901	Human.UniProt.renamed	Q6PH75	P07858
OG0011902	Human.UniProt.renamed	A0A8M9QFD6	P27037
OG0011903	Human.UniProt.renamed	A0A8M1N4C3	P35250
OG0011904	Human.UniProt.renamed	E7FEL0	P46093
OG0011905	Human.UniProt.renamed	F1QFV6	P46779
OG0011906	Human.UniProt.renamed	Q8UUT4	P51674
OG0011907	Human.UniProt.renamed	Q53A16	P62166
OG0011908	Human.UniProt.renamed	Q8AY15	P84022
OG0011909	Human.UniProt.renamed	Q6NW49	Q0P6D2
OG0011910	Human.UniProt.renamed	Q3ZB93	Q16585
OG0011911	Human.UniProt.renamed	F1QT18	Q3SXZ7
OG0011912	Human.UniProt.renamed	Q58EL2	Q53FP2
OG0011913	Human.UniProt.renamed	A0A8M9QKD2	Q5T5M9
OG0011914	Human.UniProt.renamed	A5WUY6	Q5TH74
OG0011915	Human.UniProt.renamed	Q567B1	Q5VVQ6
OG0011916	Human.UniProt.renamed	A0A140LH35	Q6EMB2
OG0011917	Human.UniProt.renamed	Q8QHA4	Q6ZTI6
OG0011918	Human.UniProt.renamed	A0A8M9Q8A7	Q7Z5M5
OG0011919	Human.UniProt.renamed	A0A8M2B6Z4	Q8IU99
OG0011920	Human.UniProt.renamed	Q6DHI2	Q8IXS2
OG0011921	Human.UniProt.renamed	F1QIC4	Q8IZ21
OG0011922	Human.UniProt.renamed	B3DI10	Q8N0W5
OG0011923	Human.UniProt.renamed	Q504A1	Q8NHE4
OG0011924	Human.UniProt.renamed	Q6DGC0	Q8TCF1
OG0011925	Human.UniProt.renamed	Q4V9F5	Q8TDH9
OG0011926	Human.UniProt.renamed	A0A8M2B3K9	Q8TDM6
OG0011927	Human.UniProt.renamed	F1QJT2	Q92628
OG0011928	Human.UniProt.renamed	Q66I73	Q96A32
OG0011929	Human.UniProt.renamed	E7F897	Q96IY4
OG0011930	Human.UniProt.renamed	Q5TYQ9	Q96TC7
OG0011931	Human.UniProt.renamed	A0A8M3AWI5	Q9C0H5
OG0011932	Human.UniProt.renamed	A0A8M1RIW3	Q9H0X6
OG0011933	Human.UniProt.renamed	A0A2R8QUA1	Q9HBX9
OG0011934	Human.UniProt.renamed	A5YC46	Q9NR56
OG0011935	Human.UniProt.renamed	Q5TYW5	Q9NVS2
OG0011936	Human.UniProt.renamed	Q7SXF1	Q9UBM7
OG0011937	Human.UniProt.renamed	F1QZ57	Q9UHX1
OG0011938	Human.UniProt.renamed	Q5CZQ2	Q9Y235
OG0011939	Human.UniProt.renamed	A0A8M6YSV8	Q9Y236
OG0011940	Human.UniProt.renamed	A0A0R4IJV5	Q9Y2R4
OG0011941	Human.UniProt.renamed	F1R8D9	Q9Y312
OG0011942	Human.UniProt.renamed	F6P3G4	O00231
OG0011943	Human.UniProt.renamed	X1WBZ5	O15091
OG0011944	Human.UniProt.renamed	Q6DGV0	O15247
OG0011945	Human.UniProt.renamed	Q2I6J1	O15357
OG0011946	Human.UniProt.renamed	Q803R8	O95807
OG0011947	Human.UniProt.renamed	Q0P453	O96011
OG0011948	Human.UniProt.renamed	A0A8M9PD24	O96020
OG0011949	Human.UniProt.renamed	Q803Y1	P04183
OG0011950	Human.UniProt.renamed	Q7ZWG2	P05423
OG0011951	Human.UniProt.renamed	F1QCR7	P07197
OG0011952	Human.UniProt.renamed	E7FEB4	P13674
OG0011953	Human.UniProt.renamed	Q6PBP0	P15954
OG0011954	Human.UniProt.renamed	Q6DRK5	P53621
OG0011955	Human.UniProt.renamed	A0A8M1REC6	Q14CZ8
OG0011956	Human.UniProt.renamed	Q5BJI9	Q15005
OG0011957	Human.UniProt.renamed	A0A8M6Z138	Q56UN5
OG0011958	Human.UniProt.renamed	A0A8M6YVQ0	Q5GH73
OG0011959	Human.UniProt.renamed	Q6NZ21	Q5M7Z0
OG0011960	Human.UniProt.renamed	A0A8M9PF52	Q658N2
OG0011961	Human.UniProt.renamed	B7ZD10	Q6B8I1
OG0011962	Human.UniProt.renamed	A0A8M3AGZ3	Q6V1P9
OG0011963	Human.UniProt.renamed	F1R3Y3	Q7L5D6
OG0011964	Human.UniProt.renamed	A0A8N7UUX9	Q7Z591
OG0011965	Human.UniProt.renamed	A0A8M9Q8Y3	Q7Z6L1
OG0011966	Human.UniProt.renamed	A0A8M3B6D0	Q8IYJ1
OG0011967	Human.UniProt.renamed	A0A8M9PQN7	Q8N394
OG0011968	Human.UniProt.renamed	Q7SXI4	Q8N6M9
OG0011969	Human.UniProt.renamed	A0A8M9Q576	Q8NFU3
OG0011970	Human.UniProt.renamed	Q78AN2	Q8TB36
OG0011971	Human.UniProt.renamed	A0A8M9PLP7	Q8TD19
OG0011972	Human.UniProt.renamed	F1R118	Q8WVB3
OG0011973	Human.UniProt.renamed	A0A8M2BH03	Q96A29
OG0011974	Human.UniProt.renamed	X1WBS5	Q96B49
OG0011975	Human.UniProt.renamed	Q5RI56	Q96CV9
OG0011976	Human.UniProt.renamed	Q6PE18	Q9BTU6
OG0011977	Human.UniProt.renamed	A0A8M2BAB5	Q9BY12
OG0011978	Human.UniProt.renamed	Q502B4	Q9H0S4
OG0011979	Human.UniProt.renamed	Q08ES4	Q9NY30
OG0011980	Human.UniProt.renamed	A0A8M9PQU8	Q9UGQ2
OG0011981	Human.UniProt.renamed	F1QD18	Q9UKL3
OG0011982	Human.UniProt.renamed	Q503P7	Q9UKT8
OG0011983	Human.UniProt.renamed	A0A8M9PPU8	Q9UQ03
OG0011984	Human.UniProt.renamed	A0A8M9QAS7	Q9Y275
OG0011985	Human.UniProt.renamed	A4QNX5	Q9Y2X8
OG0011986	Human.UniProt.renamed	Q5RKP8	Q9Y333
OG0011987	Human.UniProt.renamed	Q5PRC1	Q9Y693
OG0011988	Human.UniProt.renamed	A0A8M9QAF0	O60315
OG0011989	Human.UniProt.renamed	A0A8N7TE68	O75973
OG0011990	Human.UniProt.renamed	Q9MIY4	P00414
