Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0009571	Q86TU7	Q7SXS7
OG0009572	Q86XR7	Q1LUQ2
OG0009573	Q8IYB5	A0A8M9Q9Y2
OG0009574	Q8N1F8	F1Q5L2
OG0009575	Q8N4V1	Q6TLE4
OG0009576	Q8N8Q8	A0A8M9PZ05
OG0009577	Q8NBS3	A0A8M2B2N8
OG0009578	Q8NEH6	Q6PBA8
OG0009579	Q8WW35	F1QMY1
OG0009580	Q8WY22	A2CEA9
OG0009581	Q8WY54	Q53VM5
OG0009582	Q96D96	Q6DHQ1
OG0009583	Q96G79	A0JMG9
OG0009584	Q96I36	A8E7D3
OG0009585	Q99594	A0A8M9PF88
OG0009586	Q99766	Q7ZV27
OG0009587	Q9BZE4	Q7ZVR0
OG0009588	Q9BZJ8	A0A8M2BEJ0
OG0009589	Q9H1C4	F1QYA8
OG0009590	Q9H8P0	Q5RIU9
OG0009591	Q9HC38	Q66I87
OG0009592	Q9HC57	A0A8M1NF77
OG0009593	Q9NPJ1	A0A8M9QNB5
OG0009594	Q9NS91	Q803L3
OG0009595	Q9NTZ6	Q6XLI5
OG0009596	Q9NVM4	A2AV36
OG0009597	Q9NZQ0	Q6IMK3
OG0009598	Q9UKR5	A0A2R8QCL8
OG0009599	Q9Y3I0	Q6NZS4
OG0009600	A1A4S6	Q1JPR9
OG0009601	A6NDA9	Q504C1
OG0009602	A6NHZ5	Q1L8H0
OG0009603	H3BMG3	A0A2R8RHH6
OG0009604	O14910	A0A8M2BC73
OG0009605	O14917	C4P342
OG0009606	O43542	Q5BL30
OG0009607	O43688	E7F890
OG0009608	O75691	A0A0R4IQW7
OG0009609	P06132	Q9PTS2
OG0009610	P19021	A0A8M2B2D2
OG0009611	P30260	F1Q5X3
OG0009612	P34897	A9LDD9
OG0009613	P48742	Q90476
OG0009614	P58294	A7MC07
OG0009615	P60763	Q6DGB7
OG0009616	P98066	B0UY56
OG0009617	Q13641	F1Q983
OG0009618	Q14181	B0S687
OG0009619	Q15762	A1L2D6
OG0009620	Q16630	Q6NWC6
OG0009621	Q59H18	E7EXS2
OG0009622	Q5TCS8	A0A2R9YJL3
OG0009623	Q5U5X8	A0A8M2BCF5
OG0009624	Q6UX40	E7F1V6
OG0009625	Q86VZ1	A0A8N7TBG0
OG0009626	Q8IUR0	Q6DGL5
OG0009627	Q8N3F9	Q5U3S6
OG0009628	Q8N944	A0A8M1PSK9
OG0009629	Q8ND04	E7FBA3
OG0009630	Q8NFF2	A0A8M2B5T1
OG0009631	Q8NFN8	E7F1E4
OG0009632	Q8NFV4	Q6DRD9
OG0009633	Q8WW59	Q6DGK7
OG0009634	Q92466	Q2YDS1
OG0009635	Q92854	A0A8M9PCY2
OG0009636	Q92878	A0A8N7UW22
OG0009637	Q96D46	Q5BLF0
OG0009638	Q96IK0	A0A2R8PYE5
OG0009639	Q96J86	Q6NYG4
OG0009640	Q96ND0	Q1MTD4
OG0009641	Q96S52	Q08CM2
OG0009642	Q9H1C3	Q29RA8
OG0009643	Q9H5X1	Q6PBY9
OG0009644	Q9NPH3	A0A8M9PLW3
OG0009645	Q9NS87	A0A8M1REI0
OG0009646	Q9NU19	A0A8M3B1S8
OG0009647	Q9Y3R0	A0A8M3ARI0
OG0009648	Q9Y5B8	Q9PTF2
OG0009649	Q9Y5Y2	Q3B7Q7
OG0009650	Q9Y616	B0UYS2
OG0009651	O14627	A8KBT9
OG0009652	O43255	Q7SYL3
OG0009653	O60500	A0A8M9QPY5
OG0009654	O76050	A0A8M9PHX8
OG0009655	P00797	Q6YA65
OG0009656	P12644	O57574
OG0009657	P20783	A0A8M1P3S4
OG0009659	P31948	Q5RKM3
OG0009660	P43320	Q52JI4
OG0009661	P50613	Q2V6H0
OG0009662	P53355	A5WVL9
OG0009663	P63252	E7FGH1
OG0009664	Q01658	Q08BR1
OG0009665	Q13326	F1Q504
OG0009666	Q15884	A0A8M3B2U4
OG0009667	Q16656	Q90X44
OG0009668	Q6ICI0	A0A2R8QDW2
OG0009669	Q6SZW1	F1QWA8
OG0009670	Q6UXN9	Q6NV31
OG0009671	Q6ZRS2	A0A8M2B358
OG0009672	Q86XL3	A2CEB2
OG0009673	Q8IWR1	A0A8M9PIB6
OG0009674	Q8N142	Q6NSN5
OG0009675	Q8NEW0	A5PMX1
OG0009676	Q8TCA0	A0A8M9QMF3
OG0009677	Q8TDV0	A0A0G2L4S1
OG0009678	Q8WUH6	Q7T352
OG0009679	Q8WXE9	Q4V9G6
OG0009680	Q92738	A0A8M2BC35
OG0009681	Q96EK5	A8WE67
OG0009682	Q9BQ52	F1QHE2
OG0009683	Q9GZY8	Q503U3
OG0009684	Q9H0K6	Q1L8I0
OG0009685	Q9NX94	Q502P9
OG0009686	Q9UK00	A0A0R4IZB2
OG0009687	Q9UK41	Q6PH25
OG0009688	Q9Y3B4	Q6IQM0
OG0009689	Q9Y5B0	Q6DRN5
OG0009690	Q9Y692	A0A8M9PNH6
OG0009691	Q9Y697	Q1LYQ9
OG0009693	A0A0B4J2F0	A0A2R8QR33
OG0009694	A6NFD8	Q6QB00
OG0009695	O00255	Q9IAA9
OG0009696	O14662	A0A8M9Q0Y1
OG0009697	O15432	A0A8M3B4K8
OG0009698	O94804	Q7SY52
OG0009699	O94830	A0A8M9QCF2
OG0009700	O95147	Q5XJN5
OG0009701	P28066	Q6TGV6
OG0009702	P33076	A0A8M3AQW0
OG0009703	P33947	Q6PH70
OG0009704	P35251	F1Q5P6
OG0009705	P55211	F1QSB1
OG0009706	P61371	P53405
OG0009708	Q14687	Q1LWL6
OG0009709	Q16540	Q6IQS9
OG0009710	Q16635	F1QCP6
OG0009711	Q17RY0	A0A0G2KYC0
OG0009712	Q4G0Z9	A0A8M1P2I8
OG0009713	Q569K6	F1QTW5
OG0009714	Q5JU00	A0A8M3AWI2
OG0009715	Q6I9Y2	Q6DGZ3
OG0009716	Q6NUT3	F1R9L4
OG0009717	Q8IZ69	Q7ZVY1
OG0009718	Q8N567	Q7ZUI6
OG0009719	Q8ND30	F1QB48
OG0009720	Q8NFH8	A0A8M2B9B6
OG0009721	Q8WUG5	A0A8M1REG0
OG0009722	Q92796	A0A8M9QL03
OG0009723	Q96AD5	E7FGN6
OG0009724	Q96D53	A3QJU3
OG0009725	Q96EB1	Q566Y1
OG0009726	Q96EE3	Q6TGU2
OG0009727	Q96T66	B0V3M5
OG0009728	Q9H165	Q1RLR5
OG0009729	Q9H1J7	Q92050
OG0009730	Q9HC29	F8W3K2
OG0009731	Q9HCL0	A0A8M2B3F9
OG0009732	Q9NQC1	E7F8E2
OG0009733	Q9NWX5	A0A8M2BE50
OG0009734	Q9NYB0	Q6NYJ3
OG0009735	Q9P0N9	F1QRX7
OG0009736	Q9UBL3	F1RAW8
OG0009737	Q9UHC9	A0A8M9QJ16
OG0009738	Q9UJ14	A0A8M9PTA1
OG0009739	Q9UKV5	F1QB30
OG0009740	Q9Y2I6	G9G127
OG0009741	Q9Y4W2	A2CF03
OG0009742	Q9Y5J1	Q08C85
OG0009743	A0PJK1	F1Q7N5
OG0009744	O43818	A0A2R8RL46
OG0009745	O95257	Q6P021
OG0009746	O95390	Q8JFP9
OG0009747	O95672	A0A8M9P7I8
OG0009748	P11831	A8HAM3
OG0009749	P17481	Q8AWZ0
OG0009750	P26358	A0A8M6YUX4
OG0009751	P31040	Q7ZVF3
OG0009752	P36871	Q7SXW7
OG0009753	P51397	Q9I9N1
OG0009754	P51688	B0V3V9
OG0009755	P56937	Q08BC5
OG0009756	P60900	Q6DGY8
OG0009757	P62829	Q6PC14
OG0009758	Q02153	F1QNR4
OG0009759	Q0VF49	A0A8M9QFT6
OG0009760	Q13023	F1QAQ3
OG0009761	Q16875	Q6P951
OG0009762	Q1L6U9	A0A8M9Q9E2
OG0009763	Q3KP44	A0A8M1PT06
OG0009764	Q496J9	A2CF25
OG0009765	Q5VUA4	A0A8M1RKK4
OG0009766	Q5VYY1	Q7ZUF7
OG0009767	Q6P2E9	Q1LUT1
OG0009768	Q6UXX5	A0A8M3AYJ4
OG0009769	Q7L0J3	E7F6Z2
OG0009770	Q8N3G9	A8KC42
OG0009771	Q8WWY3	Q7SXM7
OG0009772	Q96IY1	Q5RGS8
OG0009773	Q9BQ24	B8A6I2
OG0009774	Q9BVL2	A0A8M2B9R7
OG0009775	Q9GZV1	A0A8M9QAS9
OG0009776	Q9GZX9	Q9DGH0
OG0009777	Q9NU22	A0A8M1RP38
OG0009778	Q9NVM6	Q7ZUU4
OG0009779	Q9NWQ8	F6P529
OG0009780	Q9UJC5	Q6GMK7
OG0009781	Q9UL01	Q5RGL8
OG0009782	Q9Y661	F1QME4
OG0009783	Q9Y6Q6	A0A8M9Q849
OG0009784	A2RUC4	Q08BV2
OG0009785	O14908	Q6B337
OG0009786	O75558	Q6NXB1
OG0009787	O95166	Q6PSS4
OG0009788	P07099	Q7ZVB4
OG0009789	P08912	Q5TYU9
OG0009790	P16260	B8A698
OG0009791	P25705	Q08BA1
OG0009792	P31645	Q1WGB5
OG0009793	P35367	A0A8M3B6M8
OG0009794	P51161	Q6IMW5
OG0009795	P53778	O42376
OG0009796	P61086	Q5PR60
OG0009797	P62753	Q6DHL6
OG0009798	P83369	A0A8M6Z9X5
OG0009799	Q02556	Q6DHK7
OG0009800	Q0VAA5	A0A8N7UQW3
OG0009801	Q0VDG4	Q803W1
OG0009802	Q0VDI3	Q6DC75
OG0009803	Q13191	A0A8M9PFD0
OG0009804	Q15388	Q6DH66
OG0009805	Q15738	Q566U2
OG0009806	Q6UWJ1	A0A8M9PJF7
OG0009807	Q7L5Y6	Q6DG33
OG0009808	Q7L9B9	Q6TEQ0
OG0009809	Q7RTX0	Q2MHK9
OG0009810	Q86UW9	B2KJ27
OG0009811	Q8N1F7	Q7ZU29
OG0009812	Q8TB92	A8WG57
OG0009813	Q96GD0	B3DI21
OG0009814	Q96SI9	A0A8M2B247
OG0009815	Q9BRA0	A2BIG9
OG0009816	Q9BSW7	A0A8M1QHQ7
OG0009817	Q9BYT3	Q5RHZ0
OG0009818	Q9H900	A5WWB6
OG0009819	Q9NRZ5	Q6PGY2
OG0009820	Q9NVC6	Q08BY1
OG0009821	Q9NX24	Q6PBV6
OG0009822	Q9UIF7	B8JJK1
OG0009823	A1X283	A0A0R4IMX7
OG0009824	A2IDD5	A0A8M9PEB9
OG0009825	O00178	A0A8M2BBB3
OG0009826	O15327	A0A8M3AKS0
OG0009827	P00387	Q6NYE6
OG0009828	P09622	Q803L1
OG0009829	P38117	Q7ZV76
OG0009830	P41212	Q7ZU22
OG0009831	P43004	A0A8N7UZX7
OG0009832	P50552	Q1LVK6
OG0009833	P52655	Q7ZUK2
OG0009834	P55263	Q7ZTT5
OG0009835	P62140	Q1JPZ8
OG0009836	P81877	A0A0R4IQW8
OG0009837	Q09161	A0A8M2B3F0
OG0009838	Q13480	A0A8M6YUV9
OG0009839	Q2TAL6	B0I1T8
OG0009840	Q68BL8	A0A8N7UVJ6
OG0009841	Q6P9B6	Q1LWV7
OG0009842	Q86YD5	B3DJ30
OG0009843	Q8N565	Q6GQM0
OG0009844	Q8N8N7	A0A8M1P4D1
OG0009845	Q8N9V7	A0A0N4SUA6
OG0009846	Q8TBZ6	E7FBE2
OG0009847	Q8TC84	A0A8M1RRC4
OG0009848	Q8TCD6	A9JRB9
OG0009849	Q8TD08	A0A8M3AL82
OG0009850	Q8WVC6	Q0P4C4
OG0009851	Q96C34	A0A8M2BB57
OG0009852	Q96DX7	A0A8M6YVZ0
OG0009853	Q96LJ8	Q0P3Z8
OG0009854	Q9BRL7	E9QFN4
OG0009855	Q9BXW6	A0A8M9Q392
OG0009856	Q9H6R3	A0A8N7TBI0
OG0009857	Q9H9A5	Q08CL8
OG0009858	Q9NPI8	A4QNZ2
OG0009859	Q9NRX2	Q66I81
OG0009860	Q9P253	P59015
OG0009861	Q9P2B7	B8JIG1
OG0009862	Q9Y2V7	A0A0R4IS45
OG0009863	Q9Y4D7	Q6DSU3
OG0009864	A7MBM2	Q6R5J1
OG0009865	O00244	E7FEZ9
OG0009866	O43623	Q5PQY5
OG0009867	O95104	E7F4U8
OG0009868	P00451	A0A8M3BEX0
OG0009869	P15291	C1KH59
OG0009870	P20042	Q6NY78
OG0009871	P36542	A0A8M1P526
OG0009872	P49675	Q9DG10
OG0009873	P82932	Q0P459
OG0009874	Q02224	E7F2U4
OG0009875	Q12929	A0A8M3AYF2
OG0009876	Q13685	Q6NW65
OG0009877	Q15131	F1QKU6
OG0009878	Q15742	A9JRC0
OG0009879	Q4V328	B0UYE9
OG0009880	Q53HV7	A0A0G2KZ26
OG0009881	Q5FVE4	A0A8M1NJ75
OG0009882	Q5VUJ9	A0A8M1P370
OG0009883	Q6NUP7	F1QXK8
OG0009884	Q86T96	A0A8N7UT38
OG0009885	Q8IWX5	E7FA01
OG0009886	Q8IX90	Q58EL7
OG0009887	Q8IZ08	A0A8N7UUR0
OG0009888	Q8N0Z6	Q567H0
OG0009889	Q8NBJ4	F1QI79
OG0009890	Q8NCR0	Q502B3
OG0009891	Q96T53	B1Q006
OG0009892	Q99551	A0A8M1RJ98
OG0009893	Q99962	A0A8M1NYJ7
OG0009894	Q9BXP5	Q66I22
OG0009895	Q9H422	Q1LUZ7
OG0009896	Q9H492	Q6NX90
OG0009897	Q9HBK9	Q29R95
OG0009898	Q9NPE2	Q1JPS4
OG0009899	Q9P2H3	A0A8M2BKN3
OG0009900	Q9UD57	B8A4P8
OG0009901	Q9UEE9	A3KPL8
OG0009902	Q9ULV5	Q5CZP2
OG0009903	Q9UNM6	Q7ZU69
OG0009904	Q9Y5Z4	Q7ZVA9
OG0009905	A1A5B4	E7F503
OG0009906	O00443	A0A8M2B5U1
OG0009907	O14514	A0A2R8PX08
OG0009908	O15431	F1QKH1
OG0009909	O95478	F1QDL2
OG0009910	P06753	P13104
OG0009911	P09848	F1Q8B5
OG0009912	P15907	F1QMH5
OG0009913	P20062	F2Z4S3
OG0009914	P34981	A8E7L5
OG0009915	P54886	A0A8M3B4R7
OG0009916	P56179	Q98877
OG0009917	P56377	Q6P0R9
OG0009918	P58304	O42477
OG0009919	Q01094	A0A8M2BLX5
OG0009920	Q13895	Q7T3F8
OG0009921	Q14154	A1A5V4
OG0009922	Q16082	Q566R8
OG0009923	Q2M1Z3	E9QGF9
OG0009924	Q53H54	Q0P466
OG0009925	Q5HYK3	Q66L51
OG0009926	Q5QP82	Q6NWH1
OG0009927	Q5SNT2	A4IG66
OG0009928	Q6P1L5	X1WG31
OG0009930	Q6UWH6	Q503X9
OG0009931	Q86VV8	E7F7S8
OG0009932	Q8IUR5	F1QF84
OG0009933	Q8IVL8	B8JLQ9
OG0009934	Q8IWA5	Q7SYC9
OG0009935	Q8N398	A0A8M9P1N5
OG0009936	Q8N5C7	Q5XJ56
OG0009937	Q8NBH2	A0A8M9PSF2
OG0009938	Q8NCH0	Q805E5
OG0009939	Q8WYK2	E7F1F6
OG0009940	Q96B26	Q6DRN4
OG0009941	Q96KS9	Q5RFZ7
OG0009942	Q99967	Q5XJD6
OG0009943	Q99985	A0A8M6Z658
OG0009944	Q9BV10	A5PLJ6
OG0009945	Q9H2D1	Q5CZP1
OG0009946	Q9H2H8	Q6IQL3
OG0009947	Q9NVP1	Q6DRL1
OG0009948	Q9NVQ4	Q6DGY1
OG0009949	Q9UBE8	E7F1L8
OG0009950	Q9UBL9	Q7SZL9
OG0009951	Q9UPU7	E7FB23
OG0009952	Q9Y2W7	Q6PBP8
OG0009953	Q9Y3B7	Q6DGU3
OG0009954	Q9Y6G1	A3KP91
OG0009955	A1L020	E7EXM9
OG0009956	A6NKN8	Q7T133
OG0009957	O00299	Q6NYF2
OG0009958	O43320	Q2HXK8
OG0009959	O43504	E7FA90
OG0009960	O75716	Q566X9
OG0009961	O75832	Q6TGV5
OG0009962	O94887	A0A8M3ATD1
OG0009963	P09110	Q6GQN6
OG0009964	P17544	Q4VGW9
OG0009965	P26012	A0A8M9PB88
OG0009966	P41440	E7F2A7
OG0009967	P43166	Q6PBI7
OG0009968	P49802	A0A8M9PKN0
OG0009969	P56211	Q7ZUT5
OG0009970	Q03393	A5PKS5
OG0009971	Q06190	E9QG28
OG0009972	Q06787	Q9DF20
OG0009973	Q15077	A0A8N7T841
OG0009974	Q15386	Q1LY19
OG0009975	Q15475	Q6NZ04
OG0009976	Q15582	Q7T1R2
OG0009977	Q16222	A0A0R4INK2
OG0009978	Q2VPB7	F1QPU4
OG0009979	Q53S58	Q6PBI8
OG0009980	Q5JS13	B0UXH6
OG0009981	Q6DWJ6	A0A8M9PJM2
OG0009982	Q6XD76	A0A8M9PUT6
OG0009983	Q7Z6J2	Q29RA7
OG0009984	Q8IVT5	A0A8M1QUL5
OG0009985	Q8NCN4	E7FAP1
OG0009986	Q8NFD2	B3DHM4
OG0009987	Q8NG68	F1QP95
OG0009988	Q8TB45	A0A8M2BKU4
OG0009989	Q8WV28	A0A8M6Z948
OG0009990	Q8WVI0	E7FFR8
OG0009991	Q8WXB1	Q5BLD8
OG0009992	Q969F1	Q7ZUJ5
OG0009993	Q969V3	Q6NZ07
OG0009994	Q96EN9	B8JL57
OG0009995	Q96GC5	Q5EAS0
OG0009996	Q96I24	Q5RKQ3
OG0009997	Q9BPU6	Q52PJ7
OG0009998	Q9BT78	Q6P0H6
OG0009999	Q9C0J9	Q2PGD2
OG0010000	Q9H553	F1QPS1
OG0010001	Q9NS23	Q66HV2
OG0010002	Q9NY97	E9QF32
OG0010003	Q9P2D6	A0A8M6Z9L3
OG0010004	Q9UDW1	A0A0G2L2Q2
OG0010005	Q9UHQ4	Q4VBR6
OG0010006	Q9UJ68	Q5TZ05
OG0010007	Q9UK97	Q6P3K3
OG0010008	Q9UMZ2	A0A8M2B3R6
OG0010009	Q9UNP9	Q561T2
OG0010010	Q9Y4P3	E7F4J8
OG0010011	A2A2Y4	A0A8M3BC47
OG0010012	O00170	Q90ZC5
OG0010013	O00192	A0A8M3ASI2
OG0010014	O43143	E7F3I8
OG0010015	O43852	Q7SXV9
OG0010016	O60909	A8WHZ0
OG0010017	O75170	Q5RGI5
OG0010018	P00403	Q9MIY7
OG0010019	P00480	E9QHD9
OG0010020	P08758	Q803A1
OG0010021	P25105	E7EZR6
OG0010022	P29120	B6VCA1
OG0010023	P42127	B3DGI7
OG0010024	P46095	A0A0G2L0R2
OG0010025	P46937	Q1L8J7
OG0010026	P52657	Q503H9
OG0010027	P53567	Q8UVY8
OG0010028	P58335	A4QP34
OG0010029	P63027	Q7SZZ5
OG0010030	Q07837	A0A8N7UVN9
OG0010031	Q14331	Q566W5
OG0010032	Q32M84	A0A8M3BE27
OG0010033	Q4LDE5	A0A1D5NSM8
OG0010034	Q5BJD5	A1A5V7
OG0010035	Q69YL0	A0A0R4IQN0
OG0010036	Q6P4A7	A8E7G5
OG0010037	Q71RG4	Q8JFU2
OG0010038	Q86V48	A0A8N7UVR0
OG0010039	Q8N448	F1R5N4
OG0010040	Q8TEK3	A0A8M2BHW6
OG0010041	Q8WXD2	A3KQQ9
OG0010042	Q8WYN3	A0A2R8RSH3
OG0010043	Q96FN9	Q68EL2
OG0010044	Q96PM9	A0A8M3AN31
OG0010045	Q99952	Q5BJ20
OG0010046	Q9BXB4	A0A8N7UVT3
OG0010047	Q9HCP0	Q5PRD4
OG0010048	Q9NQ48	Q7ZV21
OG0010049	Q9NRY5	A0A8M6YX33
OG0010050	Q9NZM4	A0A8M2B5V9
OG0010051	Q9UGI0	A0JMQ9
OG0010052	Q9UM54	A0A8M1N1X8
OG0010053	Q9Y2D5	A0A8M9QBS9
OG0010054	Q9Y5R4	A9JRU0
OG0010055	Q9Y6N5	F1QYT2
OG0010056	A5PLK6	A0A8M9Q7D7
OG0010057	A6NGN9	A4JYK9
OG0010059	O95972	Q58FS4
OG0010060	P23025	Q7SY02
OG0010061	P53367	A0A8M2BI30
OG0010062	P55327	A0A8M2B6H9
OG0010063	Q12986	A0A1D5NSC5
OG0010064	Q15319	Q90435
OG0010065	Q15846	A5PMY8
OG0010066	Q3KRA6	Q66IB8
OG0010067	Q4ZG55	A0A2R8QFH6
OG0010068	Q5C9Z4	Q1LY17
OG0010069	Q5SY16	E7F654
OG0010070	Q5TCY1	A0A8M9PVD4
OG0010071	Q6IE81	Q803A0
OG0010072	Q6PEY0	Q5SNV2
OG0010073	Q8IWB9	E7F4E5
OG0010074	Q8IXB3	A0A8M2B4G6
OG0010075	Q8NA29	Q6DEJ6
OG0010076	Q8NDG6	B8A4F4
OG0010077	Q92485	A0A8M1P530
OG0010078	Q96A84	A0A8M2BCG7
OG0010079	Q96M53	A0A8M6Z3N1
OG0010080	Q96PU8	Q6P104
OG0010081	Q99946	F1R6N6
OG0010082	Q9H082	Q498P3
OG0010083	Q9H410	E7FD92
OG0010084	Q9HAE3	Q1LWZ0
OG0010085	Q9NP90	A0A8M3BF01
OG0010086	Q9NQ75	E7FDH3
OG0010087	Q9NZ71	P0C928
OG0010088	Q9NZN8	A0A8M2BA34
OG0010089	Q9ULM3	F1QAV3
OG0010090	Q9UMX5	Q08CU3
OG0010091	Q9Y342	A3KQ86
OG0010092	Q9Y4R7	Q1ECV4
OG0010094	O00193	Q7ZVC9
OG0010095	O43711	Q8JI11
OG0010096	O60303	A0A8M1RPB8
OG0010097	O75829	P58239
OG0010098	O95848	Q1LXZ5
OG0010099	P04406	Q5XJ10
OG0010100	P06401	C9V3N7
OG0010101	P09874	Q5RHR0
OG0010102	P0CG40	Q6NW96
OG0010103	P18507	F1RDP2
OG0010104	P36894	Q1RLX1
OG0010105	P60602	Q6NYD1
OG0010106	P62136	Q6NSN6
OG0010107	P82663	Q567W4
OG0010108	Q06432	E7F1R5
OG0010109	Q08117	Q9PTS6
OG0010110	Q09013	A0A8M3B300
OG0010111	Q14847	Q6NYJ1
OG0010112	Q2M1K9	A1L1R6
OG0010113	Q3LXA3	Q08CB4
OG0010114	Q5JTH9	Q4KMF4
OG0010115	Q5JVS0	Q5XJA5
OG0010116	Q5VV63	E7F6C7
OG0010117	Q5VVJ2	Q5RGA4
OG0010118	Q5XPI4	A0A8M3AXY4
OG0010119	Q6NSJ0	E7F1U0
OG0010120	Q6PJ61	Q1L8N6
OG0010121	Q86UY5	A0A8M1PSF8
OG0010122	Q8IZU2	A0A8M3AR08
OG0010123	Q8N612	B0V207
OG0010124	Q8NBK3	F1QHA4
OG0010125	Q8TED0	Q7ZW33
OG0010126	Q8WTX7	Q58ER9
OG0010127	Q8WYL5	A0A8N7UVI6
OG0010128	Q96C01	Q6PBU0
OG0010129	Q96SI1	Q6DC02
OG0010130	Q9BVG9	E7EY42
OG0010131	Q9HBW9	Q7SY09
OG0010132	Q9HCK4	A0A8M9Q0I3
OG0010133	Q9UBI4	A8KBI2
OG0010134	Q9Y496	E9QB71
OG0010135	A6NMK8	A0A8M2BKC2
OG0010136	O15034	A0A8M9PR10
OG0010137	O15514	A0A8M1N062
OG0010138	O60502	A0A2R8RWC3
OG0010139	O60783	Q0P3Z3
OG0010140	O75396	Q7SXP0
OG0010141	O75600	F6P2R4
OG0010142	O95190	A0A0R4IGR0
OG0010143	P20226	Q7SXL3
OG0010144	P20618	Q6DRF3
OG0010145	P36578	Q7ZW95
OG0010146	P43026	F1QK08
OG0010147	P48167	A0A8M9QB01
OG0010148	P61962	A0A8M2BBB0
OG0010149	Q12996	F1QIB2
OG0010150	Q13485	A0A8M6Z2Y5
OG0010151	Q2TB18	E7F2I2
OG0010152	Q3ZAQ7	B8JLV7
OG0010153	Q53FA7	A0A8M9P0V3
OG0010154	Q69YW2	Q5TYP8
OG0010155	Q6X9E4	B0JZC0
OG0010156	Q6XUX3	Q4VSN1
OG0010157	Q6ZS17	A0A8M9PM75
OG0010158	Q70IA6	A0A8M2BKY9
OG0010159	Q86XD8	B8A682
OG0010160	Q8IV38	Q803N0
OG0010161	Q8IWJ2	A0A8M9PSG0
OG0010162	Q8IY67	A0A8M9PZA5
OG0010163	Q8N183	A9C3R5
OG0010164	Q8NHH1	Q08BJ4
OG0010165	Q8WYA6	Q6P4V4
OG0010166	Q92481	A0A8M2B7U7
OG0010167	Q92630	A0A0R4ITS5
OG0010168	Q96FX8	E9QHT9
OG0010169	Q96HL8	X1WFC4
OG0010170	Q99467	A0A8M1P6U9
OG0010171	Q9BTX1	Q7SZC5
OG0010172	Q9GZU5	Q00P20
OG0010173	Q9H0H5	Q6P3H8
OG0010174	Q9H4Z3	A0A0R4IKJ1
OG0010175	Q9H7T9	A0A8M3AKJ2
OG0010176	Q9H9J2	F1RB48
OG0010177	Q9NQS1	A0A8M2B7P7
OG0010178	Q9NR45	Q6P0K4
OG0010179	Q9NS66	Q9I918
OG0010180	Q9NXS3	A0A8M6YTW6
OG0010181	Q9NZD2	A2BG43
OG0010182	Q9ULL8	F1Q6C1
OG0010183	Q9Y3B1	Q7ZVG4
OG0010184	Q9Y597	F1Q6W0
OG0010185	Q9Y5X2	F6NGW9
OG0010186	A6NC51	Q32PK2
OG0010187	O14807	E7F5A7
OG0010188	O43424	Q68Y21
OG0010189	O75319	E9QD92
OG0010190	O76071	Q6P0D9
OG0010191	O94988	A0A8M2B6Y2
OG0010192	P00156	Q9MIX8
OG0010194	P0CAP1	A0A8M9Q8W7
OG0010195	P35916	Q5MD89
OG0010196	P38646	Q5XJ12
OG0010197	P46108	Q6DEM2
OG0010198	P56537	Q6ZM19
OG0010199	Q12824	Q5U379
OG0010200	Q14140	Q6NXD9
OG0010201	Q15291	A0A8M2BFL1
OG0010202	Q16698	A0A8M1N0E2
OG0010203	Q53QV2	Q7SXH0
OG0010204	Q6UUV9	A0A8M3AQ99
OG0010205	Q7L5N1	Q567F8
OG0010206	Q7Z4R8	Q6NZZ3
OG0010207	Q7Z5A9	A0A8M3B3Z9
OG0010208	Q86SQ7	B8JK76
OG0010209	Q86VR8	F1QZU9
OG0010210	Q8IW52	A0A0R4IYE6
OG0010211	Q8N907	Q76C29
OG0010212	Q8NCF5	F1Q553
OG0010213	Q92564	Q5RHX6
OG0010214	Q92567	A0A8M2BKV9
OG0010215	Q92623	A0A8N7TAX5
OG0010216	Q969Q4	Q7ZVD8
OG0010217	Q96B02	Q1JPX4
OG0010218	Q96EE4	Q0P3Y5
OG0010219	Q96EP1	A5WW08
OG0010220	Q96NX9	A0A8M3AME8
OG0010221	Q9BQG0	Q6DRL5
OG0010222	Q9BVA0	Q7ZUV2
OG0010223	Q9BXF3	F1RCN2
OG0010224	Q9H3D4	Q8JHZ6
OG0010225	Q9H5Z6	A0A8M3APH5
OG0010226	Q9H8M7	A0AUR5
OG0010227	Q9HDC9	Q803F5
OG0010228	Q9NS62	A0A8M1PZ64
OG0010229	Q9NTJ3	E7FGC2
OG0010230	Q9P2U8	Q5W8I7
OG0010231	Q9UKU7	Q7ZYY0
OG0010232	Q9ULS6	A0A8M6Z6V7
OG0010233	Q9UMS0	B0S8L0
OG0010234	A6NNS2	A8E5C5
OG0010235	O00560	Q803J6
OG0010236	O14617	A0A8M3AXP5
OG0010237	O15527	A0A8N7V0N6
OG0010238	O60481	Q6PV84
OG0010239	O75340	Q7T3D5
OG0010240	O75427	A0A2R8QBK4
OG0010241	O95389	D0E2W2
OG0010242	O95859	Q7T2G0
OG0010243	O95865	A5PN62
OG0010244	P24046	A0A8M1RQZ2
OG0010245	P30038	Q7SY23
OG0010246	P46597	A0A8M3B5X1
OG0010247	P48443	Q90416
OG0010248	P49895	A0A8M1P8S9
OG0010249	P62306	Q6DRC1
OG0010250	P62847	A0A8M2B343
OG0010251	P62979	Q7SXA3
OG0010252	Q01959	Q90ZV1
OG0010253	Q14693	X1WH54
OG0010254	Q15599	A0A8M9Q2I0
