Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed	Category
OG0000010	A0A0G2L574, A0A0G2LAF7, A0A0R4ICY6, A0A0R4IWF6, A0A8M1NH98, A0A8M1PZY6, A0A8M1Q2A8, A0A8M1Q773, A0A8M1RJH2, A0A8M1RMN6, A0A8M1RMZ8, A0A8M1RP76, A0A8M2B8L9, A0A8M2B8Z5, A0A8M2B901, A0A8M2BL99, A0A8M3AM65, A0A8M3AMS7, A0A8M3AMV3, A0A8M3AUH3, A0A8M3AUH7, A0A8M3AUI1, A0A8M3B0L3, A0A8M3B599, A0A8M3B5C6, A0A8M3B6E2, A0A8M6YUY9, A0A8M6YUZ3, A0A8M6YVH3, A0A8M6YVK3, A0A8M6YVS0, A0A8M6YXD2, A0A8M6YXD8, A0A8M6YXK6, A0A8M6Z3F2, A0A8M6Z3G6, A0A8M9P4G8, A0A8M9P4L8, A0A8M9P4W3, A0A8M9P4W8, A0A8M9P4X8, A0A8M9PE58, A0A8M9PEB7, A0A8M9PEC2, A0A8M9PEE2, A0A8M9PEF6, A0A8M9PER4, A0A8M9PKE4, A0A8M9PKE9, A0A8M9PKF6, A0A8M9PRN1, A0A8M9PS95, A0A8M9PSA9, A0A8M9PSC8, A0A8M9PSQ5, A0A8M9PSR4, A0A8M9PSS6, A0A8M9PTR3, A0A8M9PVL5, A0A8M9PVS5, A0A8M9PVT5, A0A8M9PVT9, A0A8M9PW55, A0A8M9PW64, A0A8M9PW67, A0A8M9PW74, A0A8M9Q7L0, A0A8M9QDC4, E7F360, E7F477, E7F481, E7F9H8, E7FFX5, E9QBU3, E9QC59, E9QEI0, F8W5Q1, Q1LXF7, Q1LXF9		zebrafish_exclusive
OG0000011	A0A0A0MPM8, A0A0R4IMZ0, A0A0R4IPW1, A0A8M1PS14, A0A8M1RN73, A0A8M2B723, A0A8M3ALY5, A0A8M3AM06, A0A8M3AU85, A0A8M3AUG8, A0A8M3B0M3, A0A8M3B230, A0A8M3B2F7, A0A8M6YWT2, A0A8M6YX01, A0A8M6YXB6, A0A8M6YXG9, A0A8M6YXS3, A0A8M6YY09, A0A8M6YYD2, A0A8M6YYG3, A0A8M6YYP2, A0A8M6YZU6, A0A8M6YZW6, A0A8M6YZY9, A0A8M6Z000, A0A8M6Z0D4, A0A8M6Z1L9, A0A8M6Z5Y8, A0A8M6Z662, A0A8M9P0V5, A0A8M9P781, A0A8M9PCI1, A0A8M9PHY9, A0A8M9PI63, A0A8M9PIE7, A0A8M9PJ53, A0A8M9PJC0, A0A8M9PLS7, A0A8M9PNX4, A0A8M9PPT2, A0A8M9PPZ3, A0A8M9PQ13, A0A8M9PQQ5, A0A8M9PTC6, A0A8M9PTS4, A0A8M9Q162, A0A8M9Q1B9, A0A8M9Q1D7, A0A8M9Q1G9, A0A8M9Q2J3, A0A8M9Q2K3, A0A8M9Q2L6, A0A8M9Q5L3, A0A8M9Q6C8, A0A8M9Q6E2, A0A8M9Q6M3, A0A8M9Q6T5, A0A8M9Q742, A0A8M9Q7K2, A0A8M9Q7T9, A0A8M9Q9X9, A0A8M9QAL6, A0A8M9QCS9, A0A8M9QD00, A0A8M9QDB1, A0A8M9QDV4, A0A8M9QIH4, A9JTD7, B3DK63, E7FD84, F1QEN0, F1QNR9, F1R358, F6NKM9, F6PEQ5		zebrafish_exclusive
OG0000012	A0A0G2KJW0, A0A140LFQ6, A0A1L1QZJ4, A0A8M1N7C8, A0A8M1N7H3, A0A8M1NE49, A0A8M1P3G7, A0A8M1PUI7, A0A8M1RF17, A0A8M1RJF5, A0A8M1RS52, A0A8M2BE28, A0A8M3AJD0, A0A8M3B0I5, A0A8M3BAR6, A0A8M6YZA0, A0A8M6Z0C6, A0A8M6Z1C8, A0A8M6Z1F0, A0A8M6Z1M0, A0A8M6Z1Z1, A0A8M6Z756, A0A8M6Z781, A0A8M9NYS8, A0A8M9PDA6, A0A8M9PLF6, A0A8M9PMY8, A0A8M9PP80, A0A8M9PPA0, A0A8M9Q143, A0A8M9Q1F6, A0A8M9Q1X4, A0A8M9Q208, A0A8M9Q294, A0A8M9Q356, A0A8M9Q648, A0A8M9Q857, A0A8M9Q862, A0A8M9Q9A5, A0A8M9Q9C7, A0A8M9QC77, A0A8M9QCB2, A0A8M9QCC2, A0A8M9QGK7, A0A8M9QHC1, A0A8M9QI91, A0A8M9QIB4, A3QJU0, A3QJU1, A4FVG7, A5WUG5, A5WUG7, A5WUH2, A5WUJ2, A8HAJ4, B3DHH3, E7F3U7, E9QE43, E9QE57, E9QEL4, E9QJ87, F1QC82, F6NS67, F6NUW0, F6PE05, Q1L8A7, Q5RFX3	Q6ZU45	many-to-one
OG0000013	A0A8M1QQI2, A0A8M1RN19, A0A8M2BIF3, A0A8M3AJG4, A0A8M3AM48, A0A8M3ATM2, A0A8M3ATR6, A0A8M3ATU9, A0A8M3AWY4, A0A8M6YY03, A0A8M6YYW2, A0A8M6YYW7, A0A8M6Z1G3, A0A8M6Z652, A0A8M6Z657, A0A8M6Z6N8, A0A8M6Z6X6, A0A8M6Z6Y0, A0A8M6Z7L5, A0A8M9P4Y4, A0A8M9PG61, A0A8M9PMN9, A0A8M9PP70, A0A8M9PPB8, A0A8M9PPH1, A0A8M9PQJ7, A0A8M9PQK4, A0A8M9PQL8, A0A8M9PQN5, A0A8M9PT15, A0A8M9PWI7, A0A8M9Q1Z9, A0A8M9Q2K2, A0A8M9Q301, A0A8M9Q367, A0A8M9Q386, A0A8M9Q7U1, A0A8M9Q882, A0A8M9Q8D6, A0A8M9Q928, A0A8M9Q9E6, A0A8M9Q9F2, A0A8M9Q9F7, A0A8M9Q9H2, A0A8M9QC93, A0A8M9QCA8, A0A8M9QCD8, A0A8M9QCG9, A0A8M9QCK1, A0A8M9QD74, A0A8M9QD99, A0A8M9QDE2, A0A8M9QDE7, A0A8M9QDH2, A0A8M9QDH8, A0A8M9QDJ1, A0A8M9QDJ6, A0A8M9QDK3, A0A8M9QHI6, A0A8M9QHJ4, A0A8M9QIB7, A0A8M9QIC0, A0A8M9QIE4, A0A8M9QIF5, A4JYR5, A8KB21, R4GEF7		zebrafish_exclusive
OG0000014	A0A140LGH1, A0A2R8RJF7, A0A8M1PSH1, A0A8M1PT33, A0A8M1PV89, A0A8M1QHQ9, A0A8M1QV59, A0A8M2B4Y6, A0A8M2B8Q3, A0A8M2BBM2, A0A8M2BBT9, A0A8M2BH17, A0A8M2BLS2, A0A8M2BLY7, A0A8M3AQK7, A0A8M3ATA4, A0A8M3ATP6, A0A8M3AWJ6, A0A8M3B0M8, A0A8M3B5R2, A0A8M3B823, A0A8M6YVD1, A0A8M6YWM5, A0A8M6YWX7, A0A8M6YXJ2, A0A8M6YXT6, A0A8M6YZ46, A0A8M6Z4Z0, A0A8M6Z535, A0A8M6Z575, A0A8M6Z5N1, A0A8M6Z5U5, A0A8M9P1V9, A0A8M9P8F0, A0A8M9P8K4, A0A8M9P9N7, A0A8M9P9Q9, A0A8M9P9S3, A0A8M9PJL2, A0A8M9PKE5, A0A8M9PKW8, A0A8M9PL13, A0A8M9PL17, A0A8M9PLJ2, A0A8M9PM89, A0A8M9PQC7, A0A8M9PRW0, A0A8M9PS21, A0A8M9PTD4, A0A8M9PTV9, A0A8M9PZA8, A0A8M9PZB8, A0A8M9PZW1, A0A8M9PZW6, A0A8M9PZX5, A0A8M9Q2S6, A0A8M9Q306, A0A8M9Q5N0, A0A8M9Q5N6, A0A8M9QAR5, F1Q8X3, F1RBS9, F1RDB1, X1WE97	Q7Z2Y8	many-to-one
OG0000015	A0A0N4SU28, A0A0R4IAU7, A0A2R8PZW2, A0A2R8Q6A9, A0A2R8QI35, A0A2R8QP83, A0A2R8RQT9, A0A2R8RXY4, A0A8M3AVB7, A0A8M3AVC5, A0A8M3AVL7, A0A8M3AXI2, A0A8M3AXI8, A0A8M3B3Y2, A0A8M3BBY3, A0A8M6Z0N6, A0A8M6Z1S3, A0A8M6Z884, A0A8M9P9X8, A0A8M9PAM5, A0A8M9PAP0, A0A8M9PG58, A0A8M9PGE3, A0A8M9PGE8, A0A8M9PGF2, A0A8M9PGF7, A0A8M9PGH3, A0A8M9PGI4, A0A8M9PGI5, A0A8M9PL90, A0A8M9PM22, A0A8M9PM38, A0A8M9PM43, A0A8M9PSC4, A0A8M9PT58, A0A8M9PT71, A0A8M9PT76, A0A8M9PTH5, A0A8M9PTL1, A0A8M9PVA6, A0A8M9PVZ8, A0A8M9PZK3, A0A8M9Q0D1, A0A8M9Q0F2, A0A8M9Q3L8, A0A8M9Q3Q3, A0A8M9Q5F3, A0A8M9Q5H3, A0A8M9Q827, A0A8M9QAD5, A0A8M9QAE7, A0A8M9QAF4, A0A8M9QDG8, A0A8M9QDH3, A0A8M9QHY3, A0A8M9QIG0, A0A8M9QLW3, A0A8M9QLW7, A0A8M9QM86, A0A8M9QM88, A7MCJ1, A8E5F6, A8E5F7, A8WHX5, F1QGR2		zebrafish_exclusive
OG0000016	A0A8M2B461, A0A8M2B8F4, A0A8M3ALG9, A0A8M3ASH1, A0A8M3AZJ0, A0A8M3B0E1, A0A8M3B0H8, A0A8M6YU24, A0A8M6YU30, A0A8M6YU64, A0A8M6YUQ1, A0A8M6YVB6, A0A8M6YVH0, A0A8M6YVV8, A0A8M6Z3C2, A0A8M6Z554, A0A8M6Z5T1, A0A8M6Z9R8, A0A8M9P2E4, A0A8M9P7F9, A0A8M9PBE5, A0A8M9PEF0, A0A8M9PES0, A0A8M9PHI0, A0A8M9PHP2, A0A8M9PHR5, A0A8M9PI35, A0A8M9PIX5, A0A8M9PJ99, A0A8M9PM52, A0A8M9PN83, A0A8M9PNQ7, A0A8M9PPD3, A0A8M9PPU1, A0A8M9PR80, A0A8M9PRG8, A0A8M9PS97, A0A8M9PSF1, A0A8M9PSZ0, A0A8M9PT99, A0A8M9PVQ5, A0A8M9PW19, A0A8M9PX82, A0A8M9PZH6, A0A8M9Q003, A0A8M9Q0R1, A0A8M9Q0W5, A0A8M9Q242, A0A8M9Q2G0, A0A8M9Q7J5, A0A8M9Q7Y6, A0A8M9Q910, A0A8M9QAU5, A0A8M9QBF5, A0A8M9QBG2, A0A8M9QBG8, A0A8M9QBN6, A0A8M9QCC9, A0A8M9QDC5, A0A8M9QDG7, A0A8M9QE75, A0A8M9QF39, A0A8M9QFW5, A0A8M9QN38		zebrafish_exclusive
OG0000017		A0A3B3IT45, A6NGY5, A6NMU1, P0C646, P0C7T3, Q6IF63, Q6IFG1, Q8NGF0, Q8NGF1, Q8NGF3, Q8NGH5, Q8NGH6, Q8NGH7, Q8NGH8, Q8NGH9, Q8NGI0, Q8NGI1, Q8NGI2, Q8NGI3, Q8NGJ2, Q8NGJ3, Q8NGJ4, Q8NGJ5, Q8NGJ6, Q8NGJ7, Q8NGJ8, Q8NGJ9, Q8NGK0, Q8NGK1, Q8NGK2, Q8NGK3, Q8NGK4, Q8NGK5, Q8NGK6, Q8NH53, Q8NH54, Q8NH55, Q8NH56, Q8NH57, Q8NH59, Q8NH60, Q8NH61, Q8NH63, Q8NH64, Q8NH67, Q8NH76, Q8TCB6, Q96RD2, Q96RD3, Q9H255, Q9H2C5, Q9H2C8, Q9H339, Q9H340, Q9H341, Q9H342, Q9H343, Q9H344, Q9H346, Q9UKL2, Q9Y5P0, Q9Y5P1	human_exclusive
OG0000018	A0A8M1P8P4, A0A8M1PRV5, A0A8M1PRX6, A0A8M1PU97, A0A8M1Q6Z3, A0A8M1QKW7, A0A8M1QR48, A0A8M1RP57, A0A8M2BAJ2, A0A8M3AV72, A0A8M3AV76, A0A8M3B214, A0A8M3B3H5, A0A8M3B4Y1, A0A8M3B7U5, A0A8M6Z0R7, A0A8M6Z1X2, A0A8M6Z2E8, A0A8M6Z2F4, A0A8M6Z2I3, A0A8M6Z421, A0A8M6Z9C1, A0A8M9P3J5, A0A8M9P3J6, A0A8M9P416, A0A8M9P9V7, A0A8M9P9W5, A0A8M9PAF3, A0A8M9PBA7, A0A8M9PBB1, A0A8M9PBB4, A0A8M9PBB6, A0A8M9PCZ2, A0A8M9PLT9, A0A8M9PLV4, A0A8M9PMS2, A0A8M9PMU2, A0A8M9PSY9, A0A8M9PU18, A0A8M9PUB9, A0A8M9PUL3, A0A8M9PYC7, A0A8M9Q052, A0A8M9Q137, A0A8M9Q144, A0A8M9Q155, A0A8M9Q2S2, A0A8M9Q3F4, A0A8M9Q4U7, A0A8M9Q4V8, A0A8M9Q682, A0A8M9Q6N1, A0A8M9QA36, A0A8M9QA37, A0A8M9QFR9, A0A8M9QH71, A0A8M9QKS5, A0A8M9QL80, A0A8M9QNM3, A0A8M9QNZ8, A4IGE9, B0S7G1		zebrafish_exclusive
OG0000019	A0A0R4IEE2, A0A0R4II90, A0A0R4IIY1, A0A2R8QAB2, A0A2R8QBL8, A0A8M1NV51, A0A8M1PV58, A0A8M1Q1Z5, A0A8M1QKH4, A0A8M1RDU2, A0A8M1RRA2, A0A8M3AX47, A0A8M3AX52, A0A8M3AX74, A0A8M3B0J9, A0A8M3B3L4, A0A8M3B3L9, A0A8M3BAG8, A0A8M3BDC1, A0A8M6Z0U9, A0A8M6Z0V5, A0A8M6Z0W1, A0A8M6Z0W6, A0A8M6Z0Y2, A0A8M6Z1H6, A0A8M6Z1I0, A0A8M6Z1J9, A0A8M6Z330, A0A8M6Z335, A0A8M6Z339, A0A8M6Z8H8, A0A8M6Z8I1, A0A8M6Z8I5, A0A8M6Z8I9, A0A8M6Z8X3, A0A8M6Z8X7, A0A8M6Z8Y1, A0A8M9PAI5, A0A8M9PLX7, A0A8M9PLY1, A0A8M9PLZ1, A0A8M9PT14, A0A8M9PT18, A0A8M9Q093, A0A8M9Q0A3, A0A8M9Q3I4, A0A8M9Q3I9, A0A8M9Q3J2, A0A8M9Q3J6, A0A8M9Q6R2, A0A8M9QC74, A0A8M9QCQ8, A0A8M9QGQ5, A0A8M9QKS8, F1QRS2, F1QTD9, F1QZ22, F1RB61, H0WET4, Q5QNP3		zebrafish_exclusive
OG0000020		A6NFI3, A6NM28, B1APH4, O94892, P17014, P17025, P17030, P17031, P17032, P17098, P21506, P51508, P51523, P51786, P51814, Q06730, Q06732, Q14587, Q2M218, Q2M3X9, Q3ZCX4, Q4V348, Q52M93, Q5JUW0, Q5JVG2, Q5MCW4, Q5T5D7, Q5TYW1, Q6NX49, Q6P2D0, Q6P3V2, Q6PF04, Q6ZMW2, Q6ZN11, Q86T29, Q86UD4, Q8N184, Q8N859, Q8N883, Q8N8J6, Q8NDW4, Q8TF47, Q8WXB4, Q96PE6, Q96RE9, Q96SR6, Q9BS31, Q9BSK1, Q9BY31, Q9GZX5, Q9HCZ1, Q9NU63, Q9NYW8, Q9NZV7, Q9UJW8, Q9Y2H8, Q9Y3M9, Q9Y473, Q9Y6Q3	human_exclusive
OG0000021		A0A1W2PQL4, A6NK75, A6NN14, A6NNF4, A6NP11, A8MTY0, A8MUV8, A8MXY4, B4DX44, B4DXR9, O14628, O43345, O75346, O75373, O75437, O95780, P0CB33, P0DKX0, P0DPD5, P17019, P17038, P35789, P52744, Q03923, Q03924, Q03936, Q03938, Q05481, Q14586, Q14593, Q15928, Q3SXZ3, Q5JVG8, Q5SXM1, Q68DY1, Q6ZMV8, Q6ZN08, Q6ZR52, Q7Z2F6, Q86V71, Q8IW36, Q8IYB9, Q8IYN0, Q8IYX0, Q8N7Q3, Q8NE65, Q8NEM1, Q8TB69, Q8TD23, Q8TF20, Q8TF32, Q96H40, Q96JC4, Q96N22, Q96N38, Q9H8G1, Q9P255, Q9UII5, Q9Y2Q1	human_exclusive
OG0000022		A0A8I5KTY6, O14709, O14771, O14978, O15535, O43309, O60304, O95125, P0CG23, P10073, P17022, P17028, P17029, P17040, P28698, P49910, P51815, P57086, P59923, Q15697, Q15776, Q16670, Q3MJ62, Q53GI3, Q63HK3, Q6NSZ9, Q6P9G9, Q6R2W3, Q6ZMS4, Q6ZNG9, Q7Z7L9, Q86W11, Q8IWY8, Q8N0Y2, Q8NAM6, Q8NBB4, Q8NF99, Q8TBC5, Q8TF39, Q92670, Q969J2, Q96GC6, Q96IT1, Q96LW9, Q96N77, Q96N95, Q96SZ4, Q9BRR0, Q9GZU2, Q9GZW5, Q9H4T2, Q9HBT7, Q9NWS9, Q9NX65, Q9P0L1, Q9UL58, Q9UNY5, Q9Y2L8, Q9Y5A6	human_exclusive
OG0000023	A0A0G2LAL1, A0A0R4IB86, A0A2R8QEF6, A0A8M1Q7I9, A0A8M1QVF2, A0A8M1RII6, A0A8M1RJP9, A0A8M1RL28, A0A8M2BAY1, A0A8M2BBN3, A0A8M2BBV4, A0A8M2BFK3, A0A8M2BFK8, A0A8M2BGE1, A0A8M3AMQ0, A0A8M3AQ80, A0A8M3AQM5, A0A8M3ATZ2, A0A8M3AX01, A0A8M3B0Z8, A0A8M3B101, A0A8M6YXL1, A0A8M6YZ13, A0A8M6YZ64, A0A8M6YZG4, A0A8M6Z507, A0A8M6Z5G4, A0A8M6Z782, A0A8M9P881, A0A8M9P887, A0A8M9PEN1, A0A8M9PEP4, A0A8M9PEQ2, A0A8M9PGX4, A0A8M9PIA8, A0A8M9PJ78, A0A8M9PLA0, A0A8M9PLM9, A0A8M9PRH9, A0A8M9PU19, A0A8M9PU23, A0A8M9PWA6, A0A8M9PZ88, A0A8M9Q0W3, A0A8M9Q508, A0A8M9Q5P8, A0A8M9Q5Q0, A0A8M9Q8J9, A0A8M9Q8M1, A0A8M9Q8U6, A7MCA4, A8E501, E7F8R5, F1QCE5, Q1JQ43, Q4V9E3, Q5CZM2		zebrafish_exclusive
OG0000024	A0A8M2B1U2, A0A8M2B779, A0A8M2BDL8, A0A8M2BF71, A0A8M2BGM3, A0A8M2BHM2, A0A8M2BJK6, A0A8M2BJW4, A0A8M2BK58, A0A8M2BKW5, A0A8M3APQ5, A0A8M3AS03, A0A8M6YWV0, A0A8M6YXN5, A0A8M6YZY7, A0A8M6Z4U0, A0A8M6Z557, A0A8M6Z679, A0A8M6Z6L4, A0A8M9NZF4, A0A8M9P336, A0A8M9P732, A0A8M9P7Q0, A0A8M9P8A9, A0A8M9P8G9, A0A8M9PGM1, A0A8M9PK11, A0A8M9PKE1, A0A8M9PL18, A0A8M9PM12, A0A8M9PMC4, A0A8M9PN88, A0A8M9PNP4, A0A8M9PPE2, A0A8M9PQ45, A0A8M9PQZ8, A0A8M9PW44, A0A8M9PWV1, A0A8M9PX99, A0A8M9PXY0, A0A8M9PZN3, A0A8M9PZQ7, A0A8M9Q0X4, A0A8M9Q210, A0A8M9Q241, A0A8M9Q3Z3, A0A8M9Q5M3, A0A8M9Q6F5, A0A8M9Q6Q3, A0A8M9Q901, A0A8M9QBP8, A0A8M9QCJ8, A0A8M9QD23, A0A8M9QJN0, A0A8M9QK72		zebrafish_exclusive
OG0000025	A0A8M3AYE0	A0A075B6H7, A0A075B6H8, A0A075B6P5, A0A075B6R9, A0A075B6S2, A0A075B6S4, A0A075B6S5, A0A075B6S6, A0A075B6S9, A0A075B7D4, A0A087WSY6, A0A087WSZ0, A0A087WW87, A0A0A0MRZ7, A0A0A0MRZ8, A0A0A0MT36, A0A0B4J1Z2, A0A0B4J2D9, A0A0C4DH24, A0A0C4DH25, A0A0C4DH26, A0A0C4DH55, A0A0C4DH67, A0A0C4DH68, A0A0C4DH69, A0A0C4DH72, A0A0C4DH73, A0A0C4DH90, A0A0G2JRQ6, A2NJV5, P01593, P01594, P01597, P01599, P01601, P01602, P01611, P01614, P01615, P01619, P01624, P04430, P04432, P04433, P06310, P06312, P06315, P09564, P0DP09, P0DSN7, Q15116	one-to-many
OG0000026		A0A0G2JMM0, A0A0G2JN01, A0A0G2JNF4, A0A191URJ7, A0A1W2PQF6, A0A1W2PQM1, A0A1W2PRS3, A0A2R8YCY7, A0A5F9Z9Y6, A0A5F9ZH88, A0A5K1VDZ0, A6NI73, B6A8C7, O75019, O75022, O75023, O76036, P04217, P24071, P43626, P43627, P43628, P43629, P43630, P43631, P43632, P59901, Q14943, Q14952, Q14953, Q14954, Q6GTX8, Q6ISS4, Q6PI73, Q6UX27, Q8IYS5, Q8N109, Q8N149, Q8N423, Q8N6C5, Q8N6C8, Q8N743, Q8NHJ6, Q8NHK3, Q8NHL6, Q99706, Q9H7L2, Q9HCN6	human_exclusive
OG0000027		A0A096LPK9, A0A0G2JNH3, A0A0X1KG70, O95013, P0C623, P0C645, P58180, Q15615, Q6IEY1, Q8IXE1, Q8N0Y3, Q8NGA8, Q8NGB6, Q8NGB8, Q8NGB9, Q8NGC2, Q8NGC3, Q8NGC4, Q8NGC6, Q8NGD0, Q8NGD1, Q8NGD2, Q8NGD3, Q8NGD4, Q8NGD5, Q8NGE8, Q8NGI4, Q8NGI6, Q8NGJ1, Q8NGN0, Q8NGN2, Q8NGN3, Q8NGN4, Q8NGN5, Q8NGN6, Q8NGN7, Q8NH05, Q8NH21, Q8NH41, Q8NH42, Q8NH43, Q8NH80, Q8NH81, Q96R69, Q96R72	human_exclusive
OG0000028		A0A286YEU6, A6NND4, O14581, O43749, O60412, O60431, O76099, O76100, P30953, P34982, P47884, P47887, P47890, P58170, Q15612, Q15619, Q15622, Q6IFN5, Q8NG95, Q8NG98, Q8NG99, Q8NGA0, Q8NGA1, Q8NGA2, Q8NGQ3, Q8NGR2, Q8NGR3, Q8NGR5, Q8NGR6, Q8NGR8, Q8NGR9, Q8NGS0, Q8NGS1, Q8NGS2, Q8NGS3, Q8NH06, Q8NH92, Q8NH93, Q8NH94, Q8NHA8, Q8WZA6, Q96R84, Q96RA2, Q9P1Q5, Q9Y585	human_exclusive
OG0000029	A0A8M1Q7F8, A0A8M2BII1, A0A8M3AQ84, A0A8M3AX95, A0A8M3B0A1, A0A8M3BDA9, A0A8M6YTT8, A0A8M6YU89, A0A8M6YUY8, A0A8M6YWV9, A0A8M6Z0T0, A0A8M6Z2P7, A0A8M6Z2R7, A0A8M6Z9G6, A0A8M9P2M3, A0A8M9P2T1, A0A8M9PBX8, A0A8M9PCB3, A0A8M9PCD0, A0A8M9PEC4, A0A8M9PHD7, A0A8M9PHM3, A0A8M9PHY3, A0A8M9PI02, A0A8M9PKV3, A0A8M9PPJ6, A0A8M9PPN3, A0A8M9PPN7, A0A8M9PT20, A0A8M9PTF5, A0A8M9PTH9, A0A8M9PVN5, A0A8M9PY55, A0A8M9PY59, A0A8M9QIC3, A0A8M9QIG8, A0A8M9QM71, A0A8M9QMA2, A0A8N7TDX0, A4QP28, A4QP30, B1WB50, E7F3T6, Q5SPF6, Q5SPR4		zebrafish_exclusive
OG0000030	A0A0G2KPB1, A0A0G2KUY7, A0A2R8QU83, A0A8M1NHQ0, A0A8M1PZ52, A0A8M1QH75, A0A8M1QL23, A0A8M1RSB5, A0A8M2B6W1, A0A8M2BB16, A0A8M3AQ50, A0A8M3AR62, A0A8M3B7Y5, A0A8M6YXJ7, A0A8M6YZM0, A0A8M6Z0D2, A0A8M6Z1E6, A0A8M6Z7H8, A0A8M9PJL7, A0A8M9PQF0, A0A8M9PQH4, A0A8M9PQI5, A0A8M9PWT7, A0A8M9PX94, A0A8M9PXW0, A0A8M9PXX6, A0A8M9PZC5, A0A8M9Q1Q5, A0A8M9Q1U4, A0A8M9Q292, A0A8M9Q338, A0A8M9Q995, A0A8M9Q9B4, A0A8M9QC70, A0A8M9QI99, A5PLE9, A7YY96, A8WFZ9, B0S637, B3DIJ3, F1QIR3, Q08CV6, R4GDV0	Q8ND71	many-to-one
OG0000031	A0A8M3B6K0, A0A8M6YTL5	A0A3B3IT33, A6NCK2, A6NDI0, A6NGJ6, A6NI03, A6NK02, A6NLI5, C9J1S8, I1YAP6, O00635, O15553, P0CI25, P0CI26, P14373, P19474, Q12899, Q495X7, Q5TA31, Q6AZZ1, Q6P9F5, Q8IWZ4, Q8IYM9, Q8N7C3, Q8N9V2, Q8NG06, Q8WV44, Q96A61, Q96BQ3, Q96F44, Q9BSJ1, Q9BYJ4, Q9BZY9, Q9C019, Q9C029, Q9C030, Q9C035, Q9C037, Q9H2S5, Q9HCM9, Q9UDY6, Q9Y577	many-to-many
OG0000032	A0A0R4IY81, A0A1L1QZI0, A0A8M2B434, A0A8M2B981, A0A8M3AHM3, A0A8M3ANC0, A0A8M3AQ59, A0A8M3B044, A0A8M6YU37, A0A8M6YXV8, A0A8M6Z1F5, A0A8M6Z1P4, A0A8M9NYR9, A0A8M9NYW0, A0A8M9P763, A0A8M9P7G6, A0A8M9P7K4, A0A8M9PBC5, A0A8M9PCI8, A0A8M9PES9, A0A8M9PGU5, A0A8M9PHP7, A0A8M9PIU7, A0A8M9PKG0, A0A8M9PKG5, A0A8M9PLT8, A0A8M9PNP8, A0A8M9PS22, A0A8M9PVK6, A0A8M9PVW7, A0A8M9PVX1, A0A8M9PZF8, A0A8M9PZG3, A0A8M9Q7M6, A0A8N7UUW9, A5PF24, E7FA88, E7FBD8, E9QHN9, F1QBA5, F1QVQ7, F1QZJ8, R4GEQ6		zebrafish_exclusive
OG0000033	A0A0R4IHT1, A0A8M1RRS1, A0A8M2B7W6, A0A8M6Z365, A0A8M6Z3U6, A0A8M6Z9M5, A0A8M9P3J2, A0A8M9PBC7, A0A8M9PDK3, A0A8M9PIN3, A0A8M9PLT5, A0A8M9PLU5, A0A8M9PLU9, A0A8M9PMS7, A0A8M9PMV6, A0A8M9PQU3, A0A8M9PTZ3, A0A8M9PTZ8, A0A8M9PYY8, A0A8M9Q060, A0A8M9Q065, A0A8M9Q128, A0A8M9Q149, A0A8M9Q3F7, A0A8M9Q6Y4, A0A8M9QAR7, A0A8M9QC71, A0A8M9QCM4, A0A8M9QCM8, A0A8M9QCV4, A0A8M9QG75, A0A8M9QG79, A0A8M9QK16, A0A8M9QKF1, A0A8M9QLE8, A0A8M9QP02, A7MC74, A7MC75, A7YYA4, B8A626, E9QFX7	O43464	many-to-one
OG0000034		A0A075B6H9, A0A075B6I0, A0A075B6I1, A0A075B6I3, A0A075B6I4, A0A075B6I6, A0A075B6I7, A0A075B6I9, A0A075B6J1, A0A075B6J2, A0A075B6J6, A0A075B6J9, A0A075B6K0, A0A075B6K2, A0A075B6K4, A0A075B6K5, A0A075B6K6, A0A087WSX0, A0A0A0MRZ9, A0A0A0MS00, A0A0B4J1U3, A0A0B4J1Y8, A0A0G2JS06, P01699, P01700, P01701, P01703, P01704, P01705, P01706, P01709, P01714, P01715, P01717, P01718, P01721, P01732, P04211, P12018, P80748, Q9UKI3	human_exclusive
OG0000035	A0A0G2L0E2, A0A0R4ICE2, A0A0R4IIJ3, A0A0R4IJZ5, A0A0R4IPB1, A0A0R4IV10, A0A2R8RZP6, A0A8M1PZV1, A0A8M1PZW6, A0A8M1Q7P5, A0A8M1QHK9, A0A8M1RM68, A0A8M2BHW3, A0A8M2BIV5, A0A8M9PAX5, A0A8M9Q7M1, A0A8M9QAN4, A0A8N7TBF6, A0A8N7TEP3, A0A8N7UV72, A3KH08, A7MBU2, A8WG17, A8WG90, A9JTD1, B8JLS7, F1QMZ7, F1QSW1, F1QWI8, F1QZQ5, F1R7D2, F2Z4W9, I3ITQ0, Q1L9F9, Q1MT09, Q1MT11, Q503E5, Q58EJ1, Q5U3I5, Q6PGW1	Q9UPQ4	many-to-one
